Gene.secondaryIdentifier	Gene.length	Gene.qualifier	Gene.chromosome.primaryIdentifier	Gene.chromosomeLocation.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand
YPL163C	783	Verified	chrXVI	241918	242700	-1
YPL164C	2148	Verified	chrXVI	239350	241497	-1
YPL165C	1122	Verified	chrXVI	237956	239077	-1
YPL166W	642	Verified	chrXVI	237338	237979	1
YPL167C	4515	Verified	chrXVI	232593	237107	-1
YPL168W	1293	Uncharacterized	chrXVI	231217	232509	1
YPL169C	1800	Verified	chrXVI	229039	230838	-1
YPL170W	459	Verified	chrXVI	228314	228772	1
YPL171C	1203	Verified	chrXVI	226169	227371	-1
YPL172C	1389	Verified	chrXVI	224353	225741	-1
YPL173W	894	Verified	chrXVI	223143	224036	1
YPL174C	2607	Verified	chrXVI	220167	222773	-1
YPL175W	1459	Verified	chrXVI	218630	220088	1
YPL176C	2352	Verified	chrXVI	216012	218363	-1
YPL177C	921	Verified	chrXVI	213042	213962	-1
YPL178W	627	Verified	chrXVI	212158	212784	1
YPL179W	1650	Verified	chrXVI	208157	209806	1
YPL180W	2400	Verified	chrXVI	205248	207647	1
YPL181W	1521	Verified	chrXVI	203421	204941	1
YPL182C	384	Dubious	chrXVI	203306	203689	-1
YPL183C	3042	Verified	chrXVI	199495	202536	-1
YPL184C	1839	Verified	chrXVI	195950	197788	-1
YPL185W	396	Dubious	chrXVI	195253	195648	1
YPL186C	915	Verified	chrXVI	194512	195426	-1
YPL187W	498	Verified	chrXVI	193648	194145	1
YPL188W	1245	Verified	chrXVI	191406	192650	1
YPL189W	1830	Verified	chrXVI	189154	190983	1
YPL190C	2409	Verified	chrXVI	185317	187725	-1
YPL191C	1083	Verified	chrXVI	183597	184679	-1
YPL192C	402	Verified	chrXVI	182655	183056	-1
YPL193W	1146	Verified	chrXVI	181403	182548	1
YPL194W	1839	Verified	chrXVI	179277	181115	1
YPL195W	2799	Verified	chrXVI	176223	179021	1
YPL196W	822	Verified	chrXVI	175043	175864	1
YPL197C	414	Dubious	chrXVI	174343	174756	-1
YPL198W	1551	Verified	chrXVI	173152	174702	1
YPL199C	723	Verified	chrXVI	172033	172755	-1
YPL200W	471	Verified	chrXVI	171484	171954	1
YPL201C	1386	Verified	chrXVI	169770	171155	-1
YPL202C	1251	Verified	chrXVI	168088	169338	-1
YPL203W	1143	Verified	chrXVI	166256	167398	1
YPL204W	1485	Verified	chrXVI	164276	165760	1
YPL205C	345	Dubious	chrXVI	163922	164266	-1
YPL206C	966	Verified	chrXVI	162632	163597	-1
YPL207W	2433	Verified	chrXVI	159909	162341	1
YPL208W	1752	Verified	chrXVI	157842	159593	1
YPL209C	1104	Verified	chrXVI	156490	157593	-1
YPL210C	1923	Verified	chrXVI	154290	156212	-1
YPL211W	546	Verified	chrXVI	153495	154040	1
YPL212C	1635	Verified	chrXVI	151515	153149	-1
YPL213W	717	Verified	chrXVI	150614	151330	1
YPL214C	1623	Verified	chrXVI	148569	150191	-1
YPL215W	1008	Verified	chrXVI	147416	148423	1
YPL216W	3309	Uncharacterized	chrXVI	143821	147129	1
YPL217C	3552	Verified	chrXVI	139620	143171	-1
YPL218W	712	Verified	chrXVI	138698	139409	1
YPL219W	1479	Verified	chrXVI	136750	138228	1
YPL220W	654	Verified	chrXVI	135790	136443	1
YPL221W	2382	Verified	chrXVI	133043	135424	1
YPL222W	2067	Uncharacterized	chrXVI	130162	132228	1
YPL223C	507	Verified	chrXVI	128632	129138	-1
YPL224C	1455	Verified	chrXVI	126634	128088	-1
YPL225W	441	Verified	chrXVI	126006	126446	1
YPL226W	3591	Verified	chrXVI	121767	125357	1
YPL227C	1005	Verified	chrXVI	120163	121167	-1
YPL228W	1650	Verified	chrXVI	118382	120031	1
YPL229W	621	Uncharacterized	chrXVI	117067	117687	1
YPL230W	1176	Verified	chrXVI	115312	116487	1
YPL231W	5664	Verified	chrXVI	108652	114315	1
YPL232W	873	Verified	chrXVI	107275	108147	1
YPL233W	651	Verified	chrXVI	106172	106822	1
YPL234C	495	Verified	chrXVI	104946	105440	-1
YPL235W	1416	Verified	chrXVI	103232	104647	1
YPL236C	1095	Verified	chrXVI	101608	102702	-1
YPL237W	858	Verified	chrXVI	100496	101353	1
YPL238C	390	Dubious	chrXVI	100474	100863	-1
YPL239W	603	Verified	chrXVI	99484	100086	1
YPL240C	2130	Verified	chrXVI	96496	98625	-1
YPL241C	887	Verified	chrXVI	95372	96258	-1
YPL242C	4488	Verified	chrXVI	90622	95109	-1
YPL243W	1800	Verified	chrXVI	88517	90316	1
YPL244C	1020	Verified	chrXVI	87014	88033	-1
YPL245W	1365	Uncharacterized	chrXVI	85586	86950	1
YPL246C	789	Verified	chrXVI	84509	85297	-1
YPL247C	1572	Uncharacterized	chrXVI	82625	84196	-1
YPL248C	2646	Verified	chrXVI	79711	82356	-1
YPL249C	2685	Verified	chrXVI	76669	79353	-1
YPL250C	411	Verified	chrXVI	74309	74719	-1
YPL251W	303	Dubious	chrXVI	73625	73927	1
YPL252C	519	Verified	chrXVI	73363	73881	-1
YPL253C	1944	Verified	chrXVI	71063	73006	-1
YPL254W	1467	Verified	chrXVI	69485	70951	1
YPL255W	1158	Verified	chrXVI	67725	68882	1
YPL256C	1638	Verified	chrXVI	64977	66614	-1
YPL257W	582	Uncharacterized	chrXVI	63279	63860	1
YPL258C	1656	Verified	chrXVI	53498	55153	-1
YPL259C	1428	Verified	chrXVI	51244	52671	-1
YPL260W	1656	Verified	chrXVI	49303	50958	1
YPL261C	309	Uncharacterized	chrXVI	48996	49304	-1
YPL262W	1467	Verified	chrXVI	47336	48802	1
YPL263C	1956	Verified	chrXVI	44551	46506	-1
YPL264C	1062	Uncharacterized	chrXVI	43283	44344	-1
YPL265W	1827	Verified	chrXVI	41043	42869	1
YPL266W	957	Verified	chrXVI	39121	40077	1
YPL267W	630	Verified	chrXVI	38169	38798	1
YPL268W	2610	Verified	chrXVI	35236	37845	1
YPL269W	1935	Verified	chrXVI	33013	34947	1
YPL270W	2322	Verified	chrXVI	30482	32803	1
YPL271W	189	Verified	chrXVI	30079	30267	1
YPL272C	1554	Uncharacterized	chrXVI	26611	28164	-1
YPL273W	978	Verified	chrXVI	25087	26064	1
YPL274W	1764	Verified	chrXVI	22938	24701	1
YPL275W	711	""	chrXVI	18369	19079	1
YPL276W	438	""	chrXVI	17948	18385	1
YPL277C	1464	Uncharacterized	chrXVI	15405	16868	-1
YPL278C	303	Uncharacterized	chrXVI	15053	15355	-1
YPL279C	1128	Verified	chrXVI	13228	14355	-1
YPL280W	714	Verified	chrXVI	11887	12600	1
YPL281C	1314	Verified	chrXVI	9557	10870	-1
YPL282C	495	Verified	chrXVI	7933	8427	-1
YPL283C	5728	Verified	chrXVI	280	6007	-1
YPR001W	1461	Verified	chrXVI	556377	557837	1
YPR002W	1551	Verified	chrXVI	558385	559935	1
YPR003C	2265	Uncharacterized	chrXVI	561504	563768	-1
YPR004C	1035	Verified	chrXVI	564007	565041	-1
YPR005C	885	Verified	chrXVI	565787	566671	-1
YPR006C	1728	Verified	chrXVI	567269	568996	-1
YPR007C	2043	Verified	chrXVI	569336	571378	-1
YPR008W	2085	Verified	chrXVI	573018	575102	1
YPR009W	807	Verified	chrXVI	576552	577358	1
YPR010C	3612	Verified	chrXVI	577585	581196	-1
YPR011C	981	Verified	chrXVI	583062	584042	-1
YPR012W	255	Dubious	chrXVI	584309	584563	1
YPR013C	954	Uncharacterized	chrXVI	584632	585585	-1
YPR014C	330	Uncharacterized	chrXVI	587189	587518	-1
YPR015C	744	Uncharacterized	chrXVI	590283	591026	-1
YPR016C	738	Verified	chrXVI	592332	593069	-1
YPR017C	432	Verified	chrXVI	593486	593917	-1
YPR018W	1821	Verified	chrXVI	594476	596296	1
YPR019W	2802	Verified	chrXVI	596750	599551	1
YPR020W	348	Verified	chrXVI	599870	600217	1
YPR021C	2709	Verified	chrXVI	600649	603357	-1
YPR022C	3402	Verified	chrXVI	603911	607312	-1
YPR023C	1206	Verified	chrXVI	608826	610031	-1
YPR024W	2244	Verified	chrXVI	610481	612724	1
YPR025C	1182	Verified	chrXVI	613377	614558	-1
YPR026W	3636	Verified	chrXVI	615379	619014	1
YPR027C	834	Uncharacterized	chrXVI	620425	621258	-1
YPR028W	676	Verified	chrXVI	623527	624202	1
YPR029C	2499	Verified	chrXVI	624469	626967	-1
YPR030W	3366	Verified	chrXVI	627880	631245	1
YPR031W	2247	Verified	chrXVI	631515	633761	1
YPR032W	3102	Verified	chrXVI	634123	637224	1
YPR033C	1641	Verified	chrXVI	637379	639019	-1
YPR034W	1434	Verified	chrXVI	639525	640958	1
YPR035W	1113	Verified	chrXVI	642208	643320	1
YPR036W	1437	Verified	chrXVI	643836	645272	1
YPR037C	591	Verified	chrXVI	646448	647038	-1
YPR038W	360	Uncharacterized	chrXVI	646836	647195	1
YPR039W	336	Dubious	chrXVI	647012	647347	1
YPR040W	1071	Verified	chrXVI	647305	648375	1
YPR041W	1218	Verified	chrXVI	648704	649921	1
YPR042C	3228	Verified	chrXVI	650435	653662	-1
YPR043W	682	Verified	chrXVI	654166	654847	1
YPR044C	354	Dubious	chrXVI	654524	654877	-1
YPR045C	1413	Verified	chrXVI	655140	656552	-1
YPR046W	546	Verified	chrXVI	656799	657344	1
YPR047W	1410	Verified	chrXVI	657529	658938	1
YPR048W	1872	Verified	chrXVI	659182	661053	1
YPR049C	3537	Verified	chrXVI	661137	664673	-1
YPR050C	414	Dubious	chrXVI	664953	665366	-1
YPR051W	531	Verified	chrXVI	664960	665490	1
YPR052C	282	Verified	chrXVI	665693	665974	-1
YPR053C	456	Uncharacterized	chrXVI	665788	666243	-1
YPR054W	1167	Verified	chrXVI	666280	667446	1
YPR055W	3198	Verified	chrXVI	667676	670873	1
YPR056W	1017	Verified	chrXVI	671126	672142	1
YPR057W	1026	Verified	chrXVI	672471	673496	1
YPR058W	924	Verified	chrXVI	673751	674674	1
YPR059C	387	Dubious	chrXVI	674314	674700	-1
YPR060C	771	Verified	chrXVI	674861	675631	-1
YPR061C	906	Verified	chrXVI	675977	676882	-1
YPR062W	477	Verified	chrXVI	677165	677641	1
YPR063C	509	Uncharacterized	chrXVI	677812	678320	-1
YPR064W	420	Uncharacterized	chrXVI	678951	679370	1
YPR065W	1107	Verified	chrXVI	679693	680799	1
YPR066W	900	Verified	chrXVI	681213	682112	1
YPR067W	558	Verified	chrXVI	682220	682777	1
YPR068C	1413	Verified	chrXVI	682941	684353	-1
YPR069C	882	Verified	chrXVI	684556	685437	-1
YPR070W	1701	Verified	chrXVI	685898	687598	1
YPR071W	636	Uncharacterized	chrXVI	688172	688807	1
YPR072W	1683	Verified	chrXVI	690107	691789	1
YPR073C	486	Verified	chrXVI	691933	692418	-1
YPR074C	2043	Verified	chrXVI	692796	694838	-1
YPR075C	1083	Verified	chrXVI	695737	696819	-1
YPR076W	375	Dubious	chrXVI	696476	696850	1
YPR077C	372	Dubious	chrXVI	697131	697502	-1
YPR078C	1119	Uncharacterized	chrXVI	697147	698265	-1
YPR079W	1146	Verified	chrXVI	698869	700014	1
YPR080W	1377	Verified	chrXVI	700594	701970	1
YPR081C	1857	Verified	chrXVI	702114	703970	-1
YPR082C	432	Verified	chrXVI	704225	704656	-1
YPR083W	1740	Verified	chrXVI	704854	706593	1
YPR084W	1371	Uncharacterized	chrXVI	706972	708342	1
YPR085C	1332	Verified	chrXVI	708497	709828	-1
YPR086W	1038	Verified	chrXVI	710101	711138	1
YPR087W	321	Dubious	chrXVI	711354	711674	1
YPR088C	1626	Verified	chrXVI	711403	713028	-1
YPR089W	2667	Uncharacterized	chrXVI	713275	715941	1
YPR091C	2313	Verified	chrXVI	716156	718468	-1
YPR092W	306	Dubious	chrXVI	718379	718684	1
YPR093C	867	Verified	chrXVI	719558	720424	-1
YPR094W	324	Verified	chrXVI	720637	720960	1
YPR095C	3681	Verified	chrXVI	721037	724717	-1
YPR096C	303	Verified	chrXVI	724842	725144	-1
YPR097W	3222	Verified	chrXVI	725394	728615	1
YPR098C	582	Verified	chrXVI	728947	729528	-1
YPR099C	357	Verified	chrXVI	729757	730113	-1
YPR100W	423	Verified	chrXVI	729791	730213	1
YPR101W	528	Verified	chrXVI	730492	731019	1
YPR102C	525	Verified	chrXVI	731224	731748	-1
YPR103W	864	Verified	chrXVI	732349	733212	1
YPR104C	2811	Verified	chrXVI	733623	736433	-1
YPR105C	2586	Verified	chrXVI	736984	739569	-1
YPR106W	1332	Verified	chrXVI	740061	741392	1
YPR107C	627	Verified	chrXVI	741438	742064	-1
YPR108W	1290	Verified	chrXVI	742454	743743	1
YPR109W	885	Verified	chrXVI	744689	745573	1
YPR110C	1008	Verified	chrXVI	745828	746835	-1
YPR111W	1695	Verified	chrXVI	747306	749000	1
YPR112C	2664	Verified	chrXVI	749256	751919	-1
YPR113W	663	Verified	chrXVI	752257	752919	1
YPR114W	948	Uncharacterized	chrXVI	753301	754248	1
YPR115W	3252	Verified	chrXVI	754877	758128	1
YPR116W	834	Verified	chrXVI	758648	759481	1
YPR117W	7470	Uncharacterized	chrXVI	760025	767494	1
YPR118W	1236	Verified	chrXVI	767752	768987	1
YPR119W	1476	Verified	chrXVI	771653	773128	1
YPR120C	1308	Verified	chrXVI	773875	775182	-1
YPR121W	1719	Verified	chrXVI	778583	780301	1
YPR122W	3627	Verified	chrXVI	782045	785671	1
YPR123C	435	Dubious	chrXVI	786141	786575	-1
YPR124W	1221	Verified	chrXVI	786208	787428	1
YPR125W	1365	Verified	chrXVI	787961	789325	1
YPR126C	309	Dubious	chrXVI	789077	789385	-1
YPR127W	1038	Verified	chrXVI	790083	791120	1
YPR128C	987	Verified	chrXVI	791218	792204	-1
YPR129W	1050	Verified	chrXVI	792687	793736	1
YPR130C	408	Dubious	chrXVI	793374	793781	-1
YPR131C	588	Verified	chrXVI	793911	794498	-1
YPR132W	803	Verified	chrXVI	794965	795767	1
YPR133C	1233	Verified	chrXVI	795978	797210	-1
YPR134W	807	Verified	chrXVI	798051	798857	1
YPR135W	2784	Verified	chrXVI	799234	802017	1
YPR136C	513	Dubious	chrXVI	802325	802837	-1
YPR137W	1722	Verified	chrXVI	802359	804080	1
YPR138C	1470	Verified	chrXVI	810984	812453	-1
YPR139C	903	Verified	chrXVI	813156	814058	-1
YPR140W	1146	Verified	chrXVI	814391	815536	1
YPR141C	2190	Verified	chrXVI	815734	817923	-1
YPR142C	564	Dubious	chrXVI	818130	818693	-1
YPR143W	753	Verified	chrXVI	818323	819075	1
YPR144C	1659	Verified	chrXVI	819765	821423	-1
YPR145W	1719	Verified	chrXVI	822620	824338	1
YPR146C	330	Dubious	chrXVI	825347	825676	-1
YPR147C	915	Verified	chrXVI	825645	826559	-1
YPR148C	1308	Verified	chrXVI	826833	828140	-1
YPR149W	522	Verified	chrXVI	829918	830439	1
YPR150W	522	Dubious	chrXVI	830999	831520	1
YPR151C	621	Verified	chrXVI	831055	831675	-1
YPR152C	1398	Verified	chrXVI	832061	833458	-1
YPR153W	557	Verified	chrXVI	833689	834245	1
YPR154W	648	Verified	chrXVI	834565	835212	1
YPR155C	1851	Verified	chrXVI	835563	837413	-1
YPR156C	1869	Verified	chrXVI	837909	839777	-1
YPR157W	1404	Uncharacterized	chrXVI	841266	842669	1
YPR158W	759	Verified	chrXVI	843262	844020	1
YPR159W	2163	Verified	chrXVI	857583	859745	1
YPR160W	2709	Verified	chrXVI	861306	864014	1
YPR161C	1974	Verified	chrXVI	864449	866422	-1
YPR162C	1590	Verified	chrXVI	866715	868304	-1
YPR163C	1311	Verified	chrXVI	868645	869955	-1
YPR164W	4224	Verified	chrXVI	870703	874926	1
YPR165W	630	Verified	chrXVI	875368	875997	1
YPR166C	348	Verified	chrXVI	876282	876629	-1
YPR167C	786	Verified	chrXVI	876847	877632	-1
YPR168W	474	Verified	chrXVI	878076	878549	1
YPR169W	1479	Verified	chrXVI	878690	880168	1
YPR170C	336	Dubious	chrXVI	882983	883318	-1
YPR171W	1731	Verified	chrXVI	883828	885558	1
YPR172W	603	Uncharacterized	chrXVI	885796	886398	1
YPR173C	1314	Verified	chrXVI	886524	887837	-1
YPR174C	666	Verified	chrXVI	888043	888708	-1
YPR175W	2070	Verified	chrXVI	888974	891043	1
YPR176C	978	Verified	chrXVI	891101	892078	-1
YPR177C	372	Dubious	chrXVI	892313	892684	-1
YPR178W	1398	Verified	chrXVI	892332	893729	1
YPR179C	1968	Verified	chrXVI	893797	895764	-1
YPR180W	1044	Verified	chrXVI	895961	897004	1
YPR181C	2307	Verified	chrXVI	897361	899667	-1
YPR182W	261	Verified	chrXVI	900194	900454	1
YPR183W	804	Verified	chrXVI	900755	901558	1
YPR184W	4611	Verified	chrXVI	902044	906654	1
YPR185W	2217	Verified	chrXVI	907218	909434	1
YPR186C	1290	Verified	chrXVI	909733	911022	-1
YPR187W	544	Verified	chrXVI	911257	911800	1
YPR188C	492	Verified	chrXVI	911988	912479	-1
YPR189W	4299	Verified	chrXVI	912664	916962	1
YPR190C	1965	Verified	chrXVI	917077	919041	-1
YPR191W	1107	Verified	chrXVI	919381	920487	1
YPR192W	918	Verified	chrXVI	921860	922777	1
YPR193C	471	Verified	chrXVI	922909	923379	-1
YPR194C	2634	Verified	chrXVI	924304	926937	-1
YPR195C	330	Uncharacterized	chrXVI	927965	928294	-1
YPR196W	1413	Uncharacterized	chrXVI	931376	932788	1
YPR197C	564	Dubious	chrXVI	933898	934461	-1
YPR198W	1632	Verified	chrXVI	934034	935665	1
YPR199C	885	Verified	chrXVI	938148	939032	-1
YPR200C	393	Verified	chrXVI	939279	939671	-1
YPR201W	1215	Verified	chrXVI	939922	941136	1
YPR202W	865	Uncharacterized	chrXVI	943032	943896	1
YPR203W	309	Uncharacterized	chrXVI	943880	944188	1
YPR204W	3099	Verified	chrXVI	944603	947701	1
YEL077C	3834	Uncharacterized	chrV	264	4097	-1
YLR390W-A	717	Verified	chrXII	903724	904440	1
YDL045W-A	288	Verified	chrIV	372248	372535	1
YOR008C-A	225	Uncharacterized	chrXV	342857	343081	-1
YIL009C-A	547	Verified	chrIX	335666	336212	-1
YPR133W-A	153	Verified	chrXVI	797557	797709	1
YLR438C-A	270	Verified	chrXII	1013909	1014178	-1
YKR035W-A	615	Verified	chrXI	507939	508553	1
YFL034C-A	690	Verified	chrVI	64243	64932	-1
YFR032C-A	180	Verified	chrVI	223258	223437	-1
YPL249C-A	541	Verified	chrXVI	75699	76239	-1
YCR020W-B	237	Verified	chrIII	155320	155556	1
YNCG0026W	113	""	chrVII	609584	609696	1
YNCO0007W	90	""	chrXV	259489	259578	1
YNCP0013C	107	""	chrXVI	718700	718806	-1
YNCE0020C	92	""	chrV	431129	431220	-1
YNCE0003W	91	""	chrV	61699	61789	1
YNCM0005C	86	""	chrXIII	163535	163620	-1
YNCL0042C	98	""	chrXII	794697	794794	-1
YNCB0003W	88	""	chrII	88190	88277	1
YNCL0043C	88	""	chrXII	794937	795024	-1
YNCO0003C	96	""	chrXV	136088	136183	-1
YNCP0003W	78	""	chrXVI	173827	173904	1
YNCJ0009C	104	""	chrX	349130	349233	-1
YNCL0041C	90	""	chrXII	794486	794575	-1
YNCO0015C	100	""	chrXV	409765	409864	-1
YNCD0002C	255	""	chrIV	323217	323471	-1
YNCK0001W	101	""	chrXI	38811	38911	1
YNCC0011W	100	""	chrIII	177183	177282	1
YNCN0014W	86	""	chrXIV	586090	586175	1
YNCE0002W	82	""	chrV	61352	61433	1
YNCI0001W	136	""	chrIX	97111	97246	1
YNCK0013W	101	""	chrXI	364776	364876	1
YNCP0014C	164	""	chrXVI	718887	719050	-1
YNCH0014W	90	""	chrVIII	411228	411317	1
YNCB0019C	1175	""	chrII	680688	681862	-1
YNCL0018W	121	""	chrXII	459676	459796	1
YNCL0027W	119	""	chrXII	468813	468931	1
YNCL0028W	119	""	chrXII	472465	472583	1
YNCL0016C	1800	""	chrXII	455933	457732	-1
YNCL0025C	1800	""	chrXII	465070	466869	-1
YNCL0012C	3396	""	chrXII	451786	455181	-1
YNCL0021C	3396	""	chrXII	460923	464318	-1
YNCL0010C	6858	""	chrXII	451575	458432	-1
YNCL0020C	6858	""	chrXII	460712	467569	-1
YNCL0014C	158	""	chrXII	455414	455571	-1
YNCL0023C	158	""	chrXII	464551	464708	-1
YNCE0007C	369	""	chrV	117667	118035	-1
YNCE0024W	522	""	chrV	441987	442508	1
YNCJ0030W	194	""	chrX	663749	663942	1
YNCE0019W	186	""	chrV	424698	424883	1
YNCL0006W	112	""	chrXII	366235	366346	1
YNCG0044C	214	""	chrVII	939459	939672	-1
YNCG0045C	179	""	chrVII	939494	939672	-1
YNCO0026W	190	""	chrXV	832332	832521	1
YNCD0030W	124	""	chrIV	1402919	1403042	1
YNCE0011C	160	""	chrV	167427	167586	-1
YNCL0048W	203	""	chrXII	899180	899382	1
YNCJ0007C	386	""	chrX	228094	228479	-1
YNCK0020C	351	""	chrXI	559016	559366	-1
YNCC0003C	209	""	chrIII	107504	107712	-1
YNCL0046W	211	""	chrXII	856710	856920	1
YNCP0021W	172	""	chrXVI	821732	821903	1
YNCG0024W	197	""	chrVII	545370	545566	1
YNCD0010C	99	""	chrIV	541602	541700	-1
YNCJ0003C	126	""	chrX	139566	139691	-1
YNCJ0004C	190	""	chrX	139761	139950	-1
YNCD0004W	73	""	chrIV	410379	410451	1
YNCF0011C	73	""	chrVI	204924	204996	-1
YNCG0034W	73	""	chrVII	774349	774421	1
YNCH0006C	73	""	chrVIII	146242	146314	-1
YNCJ0005C	73	""	chrX	197313	197385	-1
YNCK0008W	73	""	chrXI	219895	219967	1
YNCK0019W	73	""	chrXI	517988	518060	1
YNCL0035C	73	""	chrXII	656934	657006	-1
YNCM0018C	73	""	chrXIII	321147	321219	-1
YNCM0035C	73	""	chrXIII	768369	768441	-1
YNCP0022W	73	""	chrXVI	856902	856974	1
YNCA0004W	73	""	chrI	166267	166339	1
YNCE0016C	73	""	chrV	312023	312095	-1
YNCG0036W	73	""	chrVII	794417	794489	1
YNCL0004C	73	""	chrXII	214883	214955	-1
YNCO0029C	73	""	chrXV	854187	854259	-1
YNCB0017C	72	""	chrII	643007	643078	-1
YNCG0030C	72	""	chrVII	707108	707179	-1
YNCP0007C	72	""	chrXVI	435893	435964	-1
YNCP0018C	72	""	chrXVI	775765	775836	-1
YNCB0016W	72	""	chrII	405960	406031	1
YNCD0012W	72	""	chrIV	568964	569035	1
YNCG0021W	72	""	chrVII	531610	531681	1
YNCG0023C	72	""	chrVII	544577	544648	-1
YNCI0008C	72	""	chrIX	324303	324374	-1
YNCI0010C	72	""	chrIX	336349	336420	-1
YNCJ0006W	72	""	chrX	204735	204806	1
YNCJ0012W	72	""	chrX	355456	355527	1
YNCJ0013C	72	""	chrX	374424	374495	-1
YNCJ0026W	72	""	chrX	541508	541579	1
YNCK0018C	72	""	chrXI	513332	513403	-1
YNCL0008W	72	""	chrXII	427132	427203	1
YNCL0040W	72	""	chrXII	793918	793989	1
YNCM0024W	72	""	chrXIII	463554	463625	1
YNCN0008C	71	""	chrXIV	519099	519169	-1
YNCO0019W	72	""	chrXV	571958	572029	1
YNCD0021C	72	""	chrIV	1017207	1017278	-1
YNCI0004W	72	""	chrIX	197592	197663	1
YNCB0018W	72	""	chrII	645167	645238	1
YNCC0001C	72	""	chrIII	82462	82533	-1
YNCE0012W	72	""	chrV	177099	177170	1
YNCE0018W	72	""	chrV	354934	355005	1
YNCE0027C	72	""	chrV	487331	487402	-1
YNCG0012W	72	""	chrVII	328583	328654	1
YNCG0016C	72	""	chrVII	401527	401598	-1
YNCG0022W	72	""	chrVII	541850	541921	1
YNCI0011W	72	""	chrIX	370417	370488	1
YNCJ0002C	72	""	chrX	115939	116010	-1
YNCK0005C	72	""	chrXI	141018	141089	-1
YNCL0044W	72	""	chrXII	797178	797249	1
YNCM0010W	72	""	chrXIII	290801	290872	1
YNCP0004C	72	""	chrXVI	210192	210263	-1
YNCB0002W	91	""	chrII	36398	36488	1
YNCD0023C	92	""	chrIV	1095370	1095461	-1
YNCF0005C	92	""	chrVI	157916	158007	-1
YNCG0020C	92	""	chrVII	440716	440807	-1
YNCH0009C	92	""	chrVIII	237848	237939	-1
YNCH0010C	92	""	chrVIII	358478	358569	-1
YNCM0019W	91	""	chrXIII	352280	352370	1
YNCN0006W	91	""	chrXIV	374869	374959	1
YNCP0008C	92	""	chrXVI	560198	560289	-1
YNCP0011C	92	""	chrXVI	622540	622631	-1
YNCD0027C	72	""	chrIV	1257008	1257079	-1
YNCO0020C	72	""	chrXV	594354	594425	-1
YNCB0005C	71	""	chrII	197629	197699	-1
YNCC0007C	71	""	chrIII	142701	142771	-1
YNCD0001W	71	""	chrIV	83548	83618	1
YNCD0020W	71	""	chrIV	992832	992902	1
YNCE0004C	71	""	chrV	61890	61960	-1
YNCF0006W	71	""	chrVI	162228	162298	1
YNCF0008C	71	""	chrVI	180974	181044	-1
YNCG0039W	71	""	chrVII	845649	845719	1
YNCG0043C	71	""	chrVII	930953	931023	-1
YNCJ0017C	71	""	chrX	396726	396796	-1
YNCJ0024W	71	""	chrX	531828	531898	1
YNCM0007C	71	""	chrXIII	183898	183968	-1
YNCO0004C	71	""	chrXV	226611	226681	-1
YNCO0009W	71	""	chrXV	282164	282234	1
YNCP0009W	71	""	chrXVI	572269	572339	1
YNCP0023W	71	""	chrXVI	860379	860449	1
YNCG0035W	72	""	chrVII	779616	779687	1
YNCN0002C	72	""	chrXIV	96241	96312	-1
YNCO0001C	72	""	chrXV	110962	111033	-1
YNCE0013W	72	""	chrV	207357	207428	1
YNCE0021C	72	""	chrV	434541	434612	-1
YNCG0003C	72	""	chrVII	110625	110696	-1
YNCG0011W	72	""	chrVII	319781	319852	1
YNCH0001W	72	""	chrVIII	62755	62826	1
YNCK0012C	72	""	chrXI	313401	313472	-1
YNCM0020W	72	""	chrXIII	363064	363135	1
YNCB0004W	74	""	chrII	197494	197567	1
YNCD0015C	74	""	chrIV	668007	668080	-1
YNCE0025C	74	""	chrV	443202	443275	-1
YNCE0029C	74	""	chrV	551285	551358	-1
YNCG0033W	74	""	chrVII	739122	739195	1
YNCI0003C	74	""	chrIX	183440	183513	-1
YNCI0005W	74	""	chrIX	210665	210738	1
YNCL0038W	74	""	chrXII	734802	734875	1
YNCL0051C	74	""	chrXII	1052071	1052144	-1
YNCN0012C	74	""	chrXIV	569867	569940	-1
YNCN0015W	74	""	chrXIV	602312	602385	1
YNCP0020W	74	""	chrXVI	819529	819602	1
YNCP0024C	74	""	chrXVI	880296	880369	-1
YNCD0017W	133	""	chrIV	884361	884493	1
YNCL0033C	133	""	chrXII	605300	605432	-1
YNCC0009C	73	""	chrIII	151284	151356	-1
YNCD0026W	73	""	chrIV	1201750	1201822	1
YNCD0029C	73	""	chrIV	1352466	1352538	-1
YNCE0009C	73	""	chrV	135425	135497	-1
YNCE0022C	73	""	chrV	435752	435824	-1
YNCF0014C	73	""	chrVI	226688	226760	-1
YNCG0005W	73	""	chrVII	122269	122341	1
