Gene.secondaryIdentifier	Gene.transcripts.chromosome.primaryIdentifier	Gene.transcripts.UTRs.chromosomeLocation.start	Gene.transcripts.UTRs.chromosomeLocation.end	Gene.chromosomeLocation.strand	Gene.transcripts.UTRs.primaryIdentifier
YPL043W	chrXVI	469853	469938	1	YPL043W_id001-5prime-utr
YPL043W	chrXVI	471997	472114	1	YPL043W_id001-3prime-utr
YPL044C	chrXVI	469815	469925	-1	YPL044C_id001-3prime-utr
YPL044C	chrXVI	470475	470514	-1	YPL044C_id001-5prime-utr
YPL045W	chrXVI	467157	467259	1	YPL045W_id001-5prime-utr
YPL045W	chrXVI	469657	469922	1	YPL045W_id001-3prime-utr
YPL046C	chrXVI	465792	466643	-1	YPL046C_id001-3prime-utr
YPL046C	chrXVI	466944	467001	-1	YPL046C_id001-5prime-utr
YPL047W	chrXVI	465884	465961	1	YPL047W_id001-5prime-utr
YPL047W	chrXVI	466262	467022	1	YPL047W_id001-3prime-utr
YPL048W	chrXVI	464281	464400	1	YPL048W_id001-5prime-utr
YPL048W	chrXVI	465649	465928	1	YPL048W_id001-3prime-utr
YPL049C	chrXVI	462293	462480	-1	YPL049C_id001-3prime-utr
YPL049C	chrXVI	463840	464171	-1	YPL049C_id001-5prime-utr
YPL050C	chrXVI	460512	460778	-1	YPL050C_id001-3prime-utr
YPL050C	chrXVI	461967	462153	-1	YPL050C_id001-5prime-utr
YPL051W	chrXVI	459908	459962	1	YPL051W_id001-5prime-utr
YPL051W	chrXVI	460560	460739	1	YPL051W_id001-3prime-utr
YPL052W	chrXVI	458745	458798	1	YPL052W_id001-5prime-utr
YPL052W	chrXVI	459679	459919	1	YPL052W_id001-3prime-utr
YPL053C	chrXVI	456919	457117	-1	YPL053C_id001-3prime-utr
YPL053C	chrXVI	458459	458536	-1	YPL053C_id001-5prime-utr
YPL054W	chrXVI	455657	455758	1	YPL054W_id001-5prime-utr
YPL054W	chrXVI	456665	457021	1	YPL054W_id001-3prime-utr
YPL055C	chrXVI	453445	453991	-1	YPL055C_id001-3prime-utr
YPL055C	chrXVI	454991	455009	-1	YPL055C_id001-5prime-utr
YPL056C	chrXVI	453214	453429	-1	YPL056C_id001-3prime-utr
YPL056C	chrXVI	453736	454779	-1	YPL056C_id001-5prime-utr
YPL057C	chrXVI	451460	451908	-1	YPL057C_id001-3prime-utr
YPL057C	chrXVI	453058	453315	-1	YPL057C_id001-5prime-utr
YPL059W	chrXVI	444519	444578	1	YPL059W_id001-5prime-utr
YPL059W	chrXVI	445032	445697	1	YPL059W_id001-3prime-utr
YPL060W	chrXVI	434284	434522	1	YPL060W_id001-5prime-utr
YPL060W	chrXVI	435765	435910	1	YPL060W_id001-3prime-utr
YPL061W	chrXVI	432467	432587	1	YPL061W_id001-5prime-utr
YPL061W	chrXVI	434091	434236	1	YPL061W_id001-3prime-utr
YPL062W	chrXVI	431750	431894	1	YPL062W_id001-5prime-utr
YPL062W	chrXVI	432300	432512	1	YPL062W_id001-3prime-utr
YPL063W	chrXVI	429809	429938	1	YPL063W_id001-5prime-utr
YPL063W	chrXVI	431370	431584	1	YPL063W_id001-3prime-utr
YPL064C	chrXVI	428584	428710	-1	YPL064C_id001-3prime-utr
YPL064C	chrXVI	429617	429658	-1	YPL064C_id001-5prime-utr
YPL065W	chrXVI	427900	427926	1	YPL065W_id001-5prime-utr
YPL065W	chrXVI	428656	428797	1	YPL065W_id001-3prime-utr
YPL066W	chrXVI	426062	426232	1	YPL066W_id001-5prime-utr
YPL066W	chrXVI	427673	427858	1	YPL066W_id001-3prime-utr
YPL067C	chrXVI	424696	425250	-1	YPL067C_id001-3prime-utr
YPL067C	chrXVI	425848	425894	-1	YPL067C_id001-5prime-utr
YPL068C	chrXVI	424150	424214	-1	YPL068C_id001-3prime-utr
YPL068C	chrXVI	425097	425500	-1	YPL068C_id001-5prime-utr
YPL069C	chrXVI	422668	422884	-1	YPL069C_id001-3prime-utr
YPL069C	chrXVI	423893	423935	-1	YPL069C_id001-5prime-utr
YPL070W	chrXVI	420732	420947	1	YPL070W_id001-5prime-utr
YPL070W	chrXVI	422787	423053	1	YPL070W_id001-3prime-utr
YPL071C	chrXVI	419832	420047	-1	YPL071C_id001-3prime-utr
YPL071C	chrXVI	420519	420624	-1	YPL071C_id001-5prime-utr
YPL072W	chrXVI	418314	418511	1	YPL072W_id001-5prime-utr
YPL072W	chrXVI	420012	420070	1	YPL072W_id001-3prime-utr
YPL074W	chrXVI	415710	415762	1	YPL074W_id001-5prime-utr
YPL074W	chrXVI	418028	418165	1	YPL074W_id001-3prime-utr
YPL075W	chrXVI	412176	412253	1	YPL075W_id001-5prime-utr
YPL075W	chrXVI	415363	415530	1	YPL075W_id001-3prime-utr
YPL076W	chrXVI	410284	410442	1	YPL076W_id001-5prime-utr
YPL076W	chrXVI	411286	412068	1	YPL076W_id001-3prime-utr
YPL077C	chrXVI	408932	409367	-1	YPL077C_id001-3prime-utr
YPL077C	chrXVI	410091	410118	-1	YPL077C_id001-5prime-utr
YPL078C	chrXVI	407552	408009	-1	YPL078C_id001-3prime-utr
YPL078C	chrXVI	408745	408798	-1	YPL078C_id001-5prime-utr
YPL079W	chrXVI	406610	406635	1	YPL079W_id001-5prime-utr
YPL079W	chrXVI	407540	407851	1	YPL079W_id001-3prime-utr
YPL080C	chrXVI	406036	406171	-1	YPL080C_id001-3prime-utr
YPL080C	chrXVI	406499	406669	-1	YPL080C_id001-5prime-utr
YPL081W	chrXVI	404909	404949	1	YPL081W_id001-5prime-utr
YPL081W	chrXVI	406045	406716	1	YPL081W_id001-3prime-utr
YPL083C	chrXVI	396039	396701	-1	YPL083C_id001-3prime-utr
YPL083C	chrXVI	398106	398160	-1	YPL083C_id001-5prime-utr
YPL084W	chrXVI	393981	394037	1	YPL084W_id001-5prime-utr
YPL084W	chrXVI	396573	396722	1	YPL084W_id001-3prime-utr
YPL086C	chrXVI	384635	384772	-1	YPL086C_id001-3prime-utr
YPL086C	chrXVI	386447	386525	-1	YPL086C_id001-5prime-utr
YPL087W	chrXVI	383193	383454	1	YPL087W_id001-5prime-utr
YPL087W	chrXVI	384409	384545	1	YPL087W_id001-3prime-utr
YPL088W	chrXVI	381872	381964	1	YPL088W_id001-5prime-utr
YPL088W	chrXVI	382994	383077	1	YPL088W_id001-3prime-utr
YPL089C	chrXVI	378993	379119	-1	YPL089C_id001-3prime-utr
YPL089C	chrXVI	381151	381444	-1	YPL089C_id001-5prime-utr
YPL090C	chrXVI	376993	377290	-1	YPL090C_id001-3prime-utr
YPL090C	chrXVI	378396	378451	-1	YPL090C_id001-5prime-utr
YPL091W	chrXVI	375468	375501	1	YPL091W_id001-5prime-utr
YPL091W	chrXVI	376954	377228	1	YPL091W_id001-3prime-utr
YPL092W	chrXVI	373159	373792	1	YPL092W_id001-5prime-utr
YPL092W	chrXVI	375170	376721	1	YPL092W_id001-3prime-utr
YPL093W	chrXVI	370873	370977	1	YPL093W_id001-5prime-utr
YPL093W	chrXVI	372922	373158	1	YPL093W_id001-3prime-utr
YPL094C	chrXVI	369448	369838	-1	YPL094C_id001-3prime-utr
YPL094C	chrXVI	370664	370734	-1	YPL094C_id001-5prime-utr
YPL095C	chrXVI	368017	368070	-1	YPL095C_id001-3prime-utr
YPL095C	chrXVI	369442	369543	-1	YPL095C_id001-5prime-utr
YPL096C-A	chrXVI	366476	366528	-1	YPL096C-A_id001-3prime-utr
YPL096C-A	chrXVI	366736	367546	-1	YPL096C-A_id001-5prime-utr
YPL096W	chrXVI	366911	366926	1	YPL096W_id001-5prime-utr
YPL096W	chrXVI	368019	369667	1	YPL096W_id001-3prime-utr
YPL097W	chrXVI	364869	364951	1	YPL097W_id001-5prime-utr
YPL097W	chrXVI	366431	366540	1	YPL097W_id001-3prime-utr
YPL098C	chrXVI	364256	364385	-1	YPL098C_id001-3prime-utr
YPL098C	chrXVI	364728	365013	-1	YPL098C_id001-5prime-utr
YPL099C	chrXVI	362870	363519	-1	YPL099C_id001-3prime-utr
YPL099C	chrXVI	364069	364099	-1	YPL099C_id001-5prime-utr
YPL100W	chrXVI	361819	361871	1	YPL100W_id001-5prime-utr
YPL100W	chrXVI	363363	363523	1	YPL100W_id001-3prime-utr
YPL101W	chrXVI	360158	360208	1	YPL101W_id001-5prime-utr
YPL101W	chrXVI	361580	361821	1	YPL101W_id001-3prime-utr
YPL103C	chrXVI	357381	357999	-1	YPL103C_id001-3prime-utr
YPL103C	chrXVI	359407	359425	-1	YPL103C_id001-5prime-utr
YPL104W	chrXVI	355621	355699	1	YPL104W_id001-5prime-utr
YPL104W	chrXVI	357677	357804	1	YPL104W_id001-3prime-utr
YPL105C	chrXVI	352734	352862	-1	YPL105C_id001-3prime-utr
YPL105C	chrXVI	355413	355455	-1	YPL105C_id001-5prime-utr
YPL106C	chrXVI	349955	350193	-1	YPL106C_id001-3prime-utr
YPL106C	chrXVI	352276	352348	-1	YPL106C_id001-5prime-utr
YPL107W	chrXVI	349036	349118	1	YPL107W_id001-5prime-utr
YPL107W	chrXVI	349866	350127	1	YPL107W_id001-3prime-utr
YPL108W	chrXVI	348420	348445	1	YPL108W_id001-5prime-utr
YPL108W	chrXVI	348953	349061	1	YPL108W_id001-3prime-utr
YPL109C	chrXVI	345140	345263	-1	YPL109C_id001-3prime-utr
YPL109C	chrXVI	347390	347459	-1	YPL109C_id001-5prime-utr
YPL111W	chrXVI	339604	339943	1	YPL111W_id001-5prime-utr
YPL111W	chrXVI	340946	341049	1	YPL111W_id001-3prime-utr
YPL112C	chrXVI	337357	337435	-1	YPL112C_id001-3prime-utr
YPL112C	chrXVI	338621	339227	-1	YPL112C_id001-5prime-utr
YPL113C	chrXVI	335692	335952	-1	YPL113C_id001-3prime-utr
YPL113C	chrXVI	337144	337181	-1	YPL113C_id001-5prime-utr
YPL114W	chrXVI	335895	335947	1	YPL114W_id001-5prime-utr
YPL114W	chrXVI	336368	337452	1	YPL114W_id001-3prime-utr
YPL116W	chrXVI	329409	329605	1	YPL116W_id001-5prime-utr
YPL116W	chrXVI	331700	331835	1	YPL116W_id001-3prime-utr
YPL117C	chrXVI	327682	327863	-1	YPL117C_id001-3prime-utr
YPL117C	chrXVI	328731	328939	-1	YPL117C_id001-5prime-utr
YPL118W	chrXVI	326542	326627	1	YPL118W_id001-5prime-utr
YPL118W	chrXVI	327663	327816	1	YPL118W_id001-3prime-utr
YPL119C-A	chrXVI	323778	324023	-1	YPL119C-A_id001-3prime-utr
YPL119C-A	chrXVI	324288	325581	-1	YPL119C-A_id001-5prime-utr
YPL120W	chrXVI	322055	322070	1	YPL120W_id001-5prime-utr
YPL120W	chrXVI	323745	324087	1	YPL120W_id001-3prime-utr
YPL122C	chrXVI	319127	319225	-1	YPL122C_id001-3prime-utr
YPL122C	chrXVI	320768	320833	-1	YPL122C_id001-5prime-utr
YPL123C	chrXVI	317500	317640	-1	YPL123C_id001-3prime-utr
YPL123C	chrXVI	318946	319044	-1	YPL123C_id001-5prime-utr
YPL124W	chrXVI	316639	316754	1	YPL124W_id001-5prime-utr
YPL124W	chrXVI	317517	317598	1	YPL124W_id001-3prime-utr
YPL125W	chrXVI	313231	313387	1	YPL125W_id001-5prime-utr
YPL125W	chrXVI	316487	316550	1	YPL125W_id001-3prime-utr
YPL126W	chrXVI	310191	310209	1	YPL126W_id001-5prime-utr
YPL126W	chrXVI	312901	312991	1	YPL126W_id001-3prime-utr
YPL127C	chrXVI	308373	308827	-1	YPL127C_id001-3prime-utr
YPL127C	chrXVI	309605	309631	-1	YPL127C_id001-5prime-utr
YPL128C	chrXVI	306069	306532	-1	YPL128C_id001-3prime-utr
YPL128C	chrXVI	308222	308286	-1	YPL128C_id001-5prime-utr
YPL129W	chrXVI	305227	305297	1	YPL129W_id001-5prime-utr
YPL129W	chrXVI	306138	306362	1	YPL129W_id001-3prime-utr
YPL131W	chrXVI	303057	303120	1	YPL131W_id001-5prime-utr
YPL131W	chrXVI	304015	304417	1	YPL131W_id001-3prime-utr
YPL132W	chrXVI	301515	301715	1	YPL132W_id001-5prime-utr
YPL132W	chrXVI	302619	303056	1	YPL132W_id001-3prime-utr
YPL133C	chrXVI	299742	299887	-1	YPL133C_id001-3prime-utr
YPL133C	chrXVI	301229	301400	-1	YPL133C_id001-5prime-utr
YPL134C	chrXVI	298469	298570	-1	YPL134C_id001-3prime-utr
YPL134C	chrXVI	299504	300263	-1	YPL134C_id001-5prime-utr
YPL135C-A	chrXVI	296684	297677	-1	YPL135C-A_id001-3prime-utr
YPL135C-A	chrXVI	297852	298108	-1	YPL135C-A_id001-5prime-utr
YPL135W	chrXVI	296968	297552	1	YPL135W_id001-5prime-utr
YPL135W	chrXVI	298051	298441	1	YPL135W_id001-3prime-utr
YPL136W	chrXVI	296273	296285	1	YPL136W_id001-5prime-utr
YPL136W	chrXVI	296655	296776	1	YPL136W_id001-3prime-utr
YPL137C	chrXVI	292612	292816	-1	YPL137C_id001-3prime-utr
YPL137C	chrXVI	296648	296720	-1	YPL137C_id001-5prime-utr
YPL138C	chrXVI	291153	291365	-1	YPL138C_id001-3prime-utr
YPL138C	chrXVI	292428	292631	-1	YPL138C_id001-5prime-utr
YPL139C	chrXVI	289514	289668	-1	YPL139C_id001-3prime-utr
YPL139C	chrXVI	291052	291107	-1	YPL139C_id001-5prime-utr
YPL140C	chrXVI	287285	287513	-1	YPL140C_id001-3prime-utr
YPL140C	chrXVI	289035	289263	-1	YPL140C_id001-5prime-utr
YPL141C	chrXVI	283232	283463	-1	YPL141C_id001-3prime-utr
YPL141C	chrXVI	286062	286289	-1	YPL141C_id001-5prime-utr
YPL143W	chrXVI	282077	282121	1	YPL143W_id001-5prime-utr
YPL143W	chrXVI	282971	283385	1	YPL143W_id001-3prime-utr
YPL144W	chrXVI	279989	280479	1	YPL144W_id001-5prime-utr
YPL144W	chrXVI	280927	281055	1	YPL144W_id001-3prime-utr
YPL145C	chrXVI	277651	278394	-1	YPL145C_id001-3prime-utr
YPL145C	chrXVI	279700	279955	-1	YPL145C_id001-5prime-utr
YPL146C	chrXVI	276019	276161	-1	YPL146C_id001-3prime-utr
YPL146C	chrXVI	277530	277629	-1	YPL146C_id001-5prime-utr
YPL148C	chrXVI	271740	272293	-1	YPL148C_id001-3prime-utr
YPL148C	chrXVI	272816	272922	-1	YPL148C_id001-5prime-utr
YPL149W	chrXVI	271233	271309	1	YPL149W_id001-5prime-utr
YPL149W	chrXVI	272195	272380	1	YPL149W_id001-3prime-utr
YPL150W	chrXVI	268150	268187	1	YPL150W_id001-5prime-utr
YPL150W	chrXVI	270894	271001	1	YPL150W_id001-3prime-utr
YPL151C	chrXVI	266112	266179	-1	YPL151C_id001-3prime-utr
YPL151C	chrXVI	267536	268014	-1	YPL151C_id001-5prime-utr
YPL152W	chrXVI	264966	265027	1	YPL152W_id001-5prime-utr
YPL152W	chrXVI	266105	266280	1	YPL152W_id001-3prime-utr
YPL152W-A	chrXVI	264571	264601	1	YPL152W-A_id001-5prime-utr
YPL152W-A	chrXVI	264701	265556	1	YPL152W-A_id001-3prime-utr
YPL153C	chrXVI	261547	261726	-1	YPL153C_id001-3prime-utr
YPL153C	chrXVI	264193	264380	-1	YPL153C_id001-5prime-utr
YPL154C	chrXVI	259490	259713	-1	YPL154C_id001-3prime-utr
YPL154C	chrXVI	260932	261207	-1	YPL154C_id001-5prime-utr
YPL155C	chrXVI	256784	257215	-1	YPL155C_id001-3prime-utr
YPL155C	chrXVI	259337	259416	-1	YPL155C_id001-5prime-utr
YPL156C	chrXVI	255528	255912	-1	YPL156C_id001-3prime-utr
YPL156C	chrXVI	256768	256836	-1	YPL156C_id001-5prime-utr
YPL157W	chrXVI	254559	254813	1	YPL157W_id001-5prime-utr
YPL157W	chrXVI	255762	256162	1	YPL157W_id001-3prime-utr
YPL158C	chrXVI	251975	252033	-1	YPL158C_id001-3prime-utr
YPL158C	chrXVI	254311	254427	-1	YPL158C_id001-5prime-utr
YPL159C	chrXVI	250603	250906	-1	YPL159C_id001-3prime-utr
YPL159C	chrXVI	251669	251916	-1	YPL159C_id001-5prime-utr
YPL160W	chrXVI	246891	246989	1	YPL160W_id001-5prime-utr
YPL160W	chrXVI	250263	250522	1	YPL160W_id001-3prime-utr
YPL162C	chrXVI	242325	243205	-1	YPL162C_id001-3prime-utr
YPL162C	chrXVI	244028	244069	-1	YPL162C_id001-5prime-utr
YPL163C	chrXVI	241661	241917	-1	YPL163C_id001-3prime-utr
YPL163C	chrXVI	242701	243846	-1	YPL163C_id001-5prime-utr
YPL164C	chrXVI	239238	239349	-1	YPL164C_id001-3prime-utr
YPL164C	chrXVI	241498	241526	-1	YPL164C_id001-5prime-utr
YPL165C	chrXVI	237635	237955	-1	YPL165C_id001-3prime-utr
YPL165C	chrXVI	239078	239121	-1	YPL165C_id001-5prime-utr
YPL166W	chrXVI	237301	237337	1	YPL166W_id001-5prime-utr
YPL166W	chrXVI	237980	239221	1	YPL166W_id001-3prime-utr
YPL168W	chrXVI	231072	231216	1	YPL168W_id001-5prime-utr
YPL168W	chrXVI	232510	232604	1	YPL168W_id001-3prime-utr
YPL169C	chrXVI	228833	229038	-1	YPL169C_id001-3prime-utr
YPL169C	chrXVI	230839	230888	-1	YPL169C_id001-5prime-utr
YPL170W	chrXVI	228187	228313	1	YPL170W_id001-5prime-utr
YPL170W	chrXVI	228773	228994	1	YPL170W_id001-3prime-utr
YPL171C	chrXVI	226032	226168	-1	YPL171C_id001-3prime-utr
YPL171C	chrXVI	227372	227886	-1	YPL171C_id001-5prime-utr
YPL172C	chrXVI	224214	224352	-1	YPL172C_id001-3prime-utr
YPL172C	chrXVI	225742	225879	-1	YPL172C_id001-5prime-utr
YPL173W	chrXVI	223077	223142	1	YPL173W_id001-5prime-utr
YPL173W	chrXVI	224037	224214	1	YPL173W_id001-3prime-utr
YPL175W	chrXVI	218589	218629	1	YPL175W_id001-5prime-utr
YPL175W	chrXVI	220089	220651	1	YPL175W_id001-3prime-utr
YPL176C	chrXVI	215714	216011	-1	YPL176C_id001-3prime-utr
YPL176C	chrXVI	218364	218397	-1	YPL176C_id001-5prime-utr
YPL177C	chrXVI	212915	213041	-1	YPL177C_id001-3prime-utr
YPL177C	chrXVI	213963	214147	-1	YPL177C_id001-5prime-utr
YPL178W	chrXVI	212110	212157	1	YPL178W_id001-5prime-utr
YPL178W	chrXVI	212785	212956	1	YPL178W_id001-3prime-utr
YPL179W	chrXVI	207995	208156	1	YPL179W_id001-5prime-utr
YPL179W	chrXVI	209807	210139	1	YPL179W_id001-3prime-utr
YPL180W	chrXVI	205194	205247	1	YPL180W_id001-5prime-utr
YPL180W	chrXVI	207648	207849	1	YPL180W_id001-3prime-utr
YPL181W	chrXVI	203174	203420	1	YPL181W_id001-5prime-utr
YPL181W	chrXVI	204942	205049	1	YPL181W_id001-3prime-utr
YPL183C	chrXVI	199407	199494	-1	YPL183C_id001-3prime-utr
YPL183C	chrXVI	202537	202598	-1	YPL183C_id001-5prime-utr
YPL183W-A	chrXVI	198041	199094	1	YPL183W-A_id001-5prime-utr
YPL183W-A	chrXVI	199377	199528	1	YPL183W-A_id001-3prime-utr
YPL184C	chrXVI	195441	195949	-1	YPL184C_id001-3prime-utr
YPL184C	chrXVI	197789	198461	-1	YPL184C_id001-5prime-utr
YPL185W	chrXVI	194821	195252	1	YPL185W_id001-5prime-utr
YPL185W	chrXVI	195649	195666	1	YPL185W_id001-3prime-utr
YPL186C	chrXVI	194284	194511	-1	YPL186C_id001-3prime-utr
YPL186C	chrXVI	195427	195566	-1	YPL186C_id001-5prime-utr
YPL187W	chrXVI	193583	193647	1	YPL187W_id001-5prime-utr
YPL187W	chrXVI	194146	194364	1	YPL187W_id001-3prime-utr
YPL188W	chrXVI	191381	191405	1	YPL188W_id001-5prime-utr
YPL188W	chrXVI	192651	192943	1	YPL188W_id001-3prime-utr
YPL189C-A	chrXVI	188024	188306	-1	YPL189C-A_id001-3prime-utr
YPL189C-A	chrXVI	188514	188646	-1	YPL189C-A_id001-5prime-utr
YPL189W	chrXVI	188108	189153	1	YPL189W_id001-5prime-utr
YPL189W	chrXVI	190984	191105	1	YPL189W_id001-3prime-utr
YPL190C	chrXVI	184842	185316	-1	YPL190C_id001-3prime-utr
YPL190C	chrXVI	187726	187844	-1	YPL190C_id001-5prime-utr
YPL191C	chrXVI	183012	183596	-1	YPL191C_id001-3prime-utr
YPL191C	chrXVI	184680	184749	-1	YPL191C_id001-5prime-utr
YPL192C	chrXVI	182571	182654	-1	YPL192C_id001-3prime-utr
YPL192C	chrXVI	183057	183256	-1	YPL192C_id001-5prime-utr
YPL193W	chrXVI	181331	181402	1	YPL193W_id001-5prime-utr
YPL193W	chrXVI	182549	183156	1	YPL193W_id001-3prime-utr
YPL194W	chrXVI	179227	179276	1	YPL194W_id001-5prime-utr
YPL194W	chrXVI	181116	181348	1	YPL194W_id001-3prime-utr
YPL195W	chrXVI	176169	176222	1	YPL195W_id001-5prime-utr
YPL195W	chrXVI	179022	179153	1	YPL195W_id001-3prime-utr
YPL196W	chrXVI	174966	175042	1	YPL196W_id001-5prime-utr
YPL196W	chrXVI	175865	176048	1	YPL196W_id001-3prime-utr
YPL198W	chrXVI	173115	173151	1	YPL198W_id001-5prime-utr
YPL198W	chrXVI	174703	174943	1	YPL198W_id001-3prime-utr
YPL199C	chrXVI	171193	172032	-1	YPL199C_id001-3prime-utr
YPL199C	chrXVI	172756	172767	-1	YPL199C_id001-5prime-utr
YPL200W	chrXVI	171460	171483	1	YPL200W_id001-5prime-utr
YPL200W	chrXVI	171955	172506	1	YPL200W_id001-3prime-utr
YPL201C	chrXVI	169716	169769	-1	YPL201C_id001-3prime-utr
YPL201C	chrXVI	171156	171468	-1	YPL201C_id001-5prime-utr
YPL202C	chrXVI	167705	168087	-1	YPL202C_id001-3prime-utr
YPL202C	chrXVI	169339	169462	-1	YPL202C_id001-5prime-utr
YPL203W	chrXVI	166083	166255	1	YPL203W_id001-5prime-utr
YPL203W	chrXVI	167399	168200	1	YPL203W_id001-3prime-utr
YPL204W	chrXVI	164088	164275	1	YPL204W_id001-5prime-utr
YPL204W	chrXVI	165761	165950	1	YPL204W_id001-3prime-utr
YPL206C	chrXVI	162288	162631	-1	YPL206C_id001-3prime-utr
YPL206C	chrXVI	163598	163671	-1	YPL206C_id001-5prime-utr
YPL207W	chrXVI	159832	159908	1	YPL207W_id001-5prime-utr
YPL207W	chrXVI	162342	162430	1	YPL207W_id001-3prime-utr
YPL208W	chrXVI	157796	157841	1	YPL208W_id001-5prime-utr
YPL208W	chrXVI	159594	159665	1	YPL208W_id001-3prime-utr
YPL209C	chrXVI	155911	156489	-1	YPL209C_id001-3prime-utr
YPL209C	chrXVI	157594	157677	-1	YPL209C_id001-5prime-utr
YPL210C	chrXVI	154090	154289	-1	YPL210C_id001-3prime-utr
YPL210C	chrXVI	156213	156231	-1	YPL210C_id001-5prime-utr
YPL211W	chrXVI	153466	153494	1	YPL211W_id001-5prime-utr
YPL211W	chrXVI	154041	154411	1	YPL211W_id001-3prime-utr
YPL212C	chrXVI	151337	151514	-1	YPL212C_id001-3prime-utr
YPL212C	chrXVI	153150	153208	-1	YPL212C_id001-5prime-utr
YPL213W	chrXVI	150380	150613	1	YPL213W_id001-5prime-utr
YPL213W	chrXVI	151331	151464	1	YPL213W_id001-3prime-utr
YPL214C	chrXVI	148403	148568	-1	YPL214C_id001-3prime-utr
YPL214C	chrXVI	150192	150292	-1	YPL214C_id001-5prime-utr
YPL215W	chrXVI	146761	147415	1	YPL215W_id001-5prime-utr
YPL215W	chrXVI	148424	148594	1	YPL215W_id001-3prime-utr
YPL217C	chrXVI	139522	139619	-1	YPL217C_id001-3prime-utr
YPL217C	chrXVI	143172	143205	-1	YPL217C_id001-5prime-utr
YPL218W	chrXVI	138636	138697	1	YPL218W_id001-5prime-utr
YPL218W	chrXVI	139410	139667	1	YPL218W_id001-3prime-utr
YPL219W	chrXVI	136539	136749	1	YPL219W_id001-5prime-utr
YPL219W	chrXVI	138229	138631	1	YPL219W_id001-3prime-utr
YPL220W	chrXVI	135770	135789	1	YPL220W_id001-5prime-utr
YPL220W	chrXVI	136444	136733	1	YPL220W_id001-3prime-utr
YPL221W	chrXVI	132786	133042	1	YPL221W_id001-5prime-utr
YPL221W	chrXVI	135425	135600	1	YPL221W_id001-3prime-utr
YPL222C-A	chrXVI	131743	131869	-1	YPL222C-A_id001-3prime-utr
YPL222C-A	chrXVI	132116	132206	-1	YPL222C-A_id001-5prime-utr
YPL222W	chrXVI	130039	130161	1	YPL222W_id001-5prime-utr
YPL222W	chrXVI	132229	132318	1	YPL222W_id001-3prime-utr
YPL223C	chrXVI	128407	128631	-1	YPL223C_id001-3prime-utr
YPL223C	chrXVI	129139	129251	-1	YPL223C_id001-5prime-utr
YPL224C	chrXVI	126440	126633	-1	YPL224C_id001-3prime-utr
YPL224C	chrXVI	128089	128333	-1	YPL224C_id001-5prime-utr
YPL225W	chrXVI	125998	126005	1	YPL225W_id001-5prime-utr
YPL225W	chrXVI	126447	126660	1	YPL225W_id001-3prime-utr
YPL226W	chrXVI	121704	121766	1	YPL226W_id001-5prime-utr
YPL226W	chrXVI	125358	125609	1	YPL226W_id001-3prime-utr
YPL227C	chrXVI	120073	120162	-1	YPL227C_id001-3prime-utr
YPL227C	chrXVI	121168	121525	-1	YPL227C_id001-5prime-utr
YPL228W	chrXVI	118226	118381	1	YPL228W_id001-5prime-utr
YPL228W	chrXVI	120032	120232	1	YPL228W_id001-3prime-utr
YPL229W	chrXVI	116681	117066	1	YPL229W_id001-5prime-utr
YPL229W	chrXVI	117688	117949	1	YPL229W_id001-3prime-utr
YPL230W	chrXVI	115141	115311	1	YPL230W_id001-5prime-utr
YPL230W	chrXVI	116488	116678	1	YPL230W_id001-3prime-utr
YPL232W	chrXVI	106380	107274	1	YPL232W_id001-5prime-utr
YPL232W	chrXVI	108148	108226	1	YPL232W_id001-3prime-utr
YPL233W	chrXVI	106053	106171	1	YPL233W_id001-5prime-utr
YPL233W	chrXVI	106823	106943	1	YPL233W_id001-3prime-utr
YPL234C	chrXVI	104805	104945	-1	YPL234C_id001-3prime-utr
YPL234C	chrXVI	105441	105844	-1	YPL234C_id001-5prime-utr
YPL235W	chrXVI	102873	103231	1	YPL235W_id001-5prime-utr
YPL235W	chrXVI	104648	104731	1	YPL235W_id001-3prime-utr
YPL236C	chrXVI	100764	101607	-1	YPL236C_id001-3prime-utr
YPL236C	chrXVI	102703	102773	-1	YPL236C_id001-5prime-utr
YPL237W	chrXVI	100144	100495	1	YPL237W_id001-5prime-utr
YPL237W	chrXVI	101354	101481	1	YPL237W_id001-3prime-utr
YPL239W	chrXVI	98928	99483	1	YPL239W_id001-5prime-utr
YPL239W	chrXVI	100087	100291	1	YPL239W_id001-3prime-utr
YPL240C	chrXVI	96377	96495	-1	YPL240C_id001-3prime-utr
YPL240C	chrXVI	98626	98747	-1	YPL240C_id001-5prime-utr
YPL241C	chrXVI	95317	95371	-1	YPL241C_id001-3prime-utr
YPL241C	chrXVI	96259	96445	-1	YPL241C_id001-5prime-utr
YPL243W	chrXVI	88427	88516	1	YPL243W_id001-5prime-utr
YPL243W	chrXVI	90317	90994	1	YPL243W_id001-3prime-utr
YPL244C	chrXVI	86933	87013	-1	YPL244C_id001-3prime-utr
YPL244C	chrXVI	88034	88318	-1	YPL244C_id001-5prime-utr
YPL245W	chrXVI	85528	85585	1	YPL245W_id001-5prime-utr
YPL245W	chrXVI	86951	87019	1	YPL245W_id001-3prime-utr
YPL246C	chrXVI	84404	84508	-1	YPL246C_id001-3prime-utr
YPL246C	chrXVI	85298	85708	-1	YPL246C_id001-5prime-utr
